ref	query	dist	is_rc
14	16	4	False
2	16	4	False
28	15	4	False
16	24	4	False
15	24	4	False
19	24	4	False
18	24	4	False
27	23	4	False
28	23	4	False
19	8	4	False
6	8	4	False
20	8	4	False
26	23	4	False
12	23	4	False
14	23	4	False
17	3	4	False
23	22	4	False
16	22	4	False
15	22	4	False
7	23	4	False
5	23	4	False
3	8	4	False
15	23	4	False
26	22	4	False
27	22	4	False
28	22	4	False
14	22	4	False
12	15	4	False
7	15	4	False
24	22	4	False
25	22	4	False
25	7	4	False
5	15	4	False
23	7	4	False
24	7	4	False
3	8	4	False
2	8	4	False
28	7	4	False
27	7	4	False
15	27	4	False
12	27	4	False
16	27	4	False
28	25	4	False
23	26	4	False
11	1	4	False
22	26	4	False
17	9	4	False
15	25	4	False
12	25	4	False
14	25	4	False
18	26	4	False
19	26	4	False
25	24	4	False
7	25	4	False
19	25	4	False
16	25	4	False
22	25	4	False
23	25	4	False
24	25	4	False
22	24	4	False
23	24	4	False
11	1	4	False
2	26	4	False
5	26	4	False
7	26	4	False
24	12	4	False
23	12	4	False
28	12	4	False
27	12	4	False
16	12	4	False
15	12	4	False
12	24	4	False
25	23	4	False
16	2	4	False
5	25	4	False
14	12	4	False
12	14	4	False
7	14	4	False
5	14	4	False
3	0	4	False
28	14	4	False
25	14	4	False
26	2	4	False
24	23	4	False
22	23	4	False
19	23	4	False
18	23	4	False
5	24	4	False
25	12	4	False
2	0	4	False
7	24	4	False
2	8	4	False
2	1	4	False
9	10	5	False
13	10	5	False
17	28	5	False
7	10	5	False
5	6	5	False
11	6	5	False
13	16	5	False
11	16	5	False
9	16	5	False
14	6	5	False
26	20	5	False
17	14	5	False
2	21	5	False
3	21	5	False
16	20	5	False
16	4	5	False
20	16	5	False
5	6	5	False
14	17	5	False
15	17	5	False
24	17	5	False
25	17	5	False
23	17	5	False
5	8	5	False
10	7	5	False
4	16	5	False
17	27	5	False
8	1	5	False
11	6	5	False
16	11	5	False
26	9	5	False
28	17	5	False
2	6	5	False
27	17	5	False
26	17	5	False
3	6	5	False
3	21	5	False
17	15	5	False
3	6	5	False
26	3	5	False
1	8	5	False
26	13	5	False
17	24	5	False
2	21	5	False
17	23	5	False
16	13	5	False
10	13	5	False
5	8	5	False
14	6	5	False
2	6	5	False
17	25	5	False
26	11	5	False
10	9	5	False
16	9	5	False
9	26	5	False
11	26	5	False
3	26	5	False
20	26	5	False
13	26	5	False
17	26	5	False
4	0	6	False
15	10	6	False
24	0	6	False
22	0	6	False
27	0	6	False
27	8	6	False
27	26	6	False
28	26	6	False
27	0	6	False
24	26	6	False
14	26	6	False
15	26	6	False
16	26	6	False
11	8	6	False
14	0	6	False
26	14	6	False
7	8	6	False
7	1	6	False
16	23	6	False
24	0	6	False
14	21	6	False
4	8	6	False
16	15	6	False
10	15	6	False
15	1	6	False
11	8	6	False
12	8	6	False
13	8	6	False
7	8	6	False
9	8	6	False
24	8	6	False
10	2	6	False
14	8	6	False
26	15	6	False
16	0	6	False
15	16	6	False
17	1	6	False
14	1	6	False
12	1	6	False
12	0	6	False
11	21	6	False
10	12	6	False
14	21	6	False
11	21	6	False
10	22	6	False
22	8	6	False
22	1	6	False
18	8	6	False
22	0	6	False
4	1	6	False
4	0	6	False
26	24	6	False
18	8	6	False
14	8	6	False
26	16	6	False
28	16	6	False
17	0	6	False
23	16	6	False
3	1	6	False
24	8	6	False
26	25	6	False
22	1	6	False
13	8	6	False
13	1	6	False
13	0	6	False
7	0	6	False
18	1	6	False
18	0	6	False
18	1	6	False
19	1	6	False
20	1	6	False
14	1	6	False
15	1	6	False
17	1	6	False
12	1	6	False
13	1	6	False
25	26	6	False
12	8	6	False
9	8	6	False
9	1	6	False
27	8	6	False
9	0	6	False
22	8	6	False
4	1	6	False
26	27	6	False
12	10	6	False
10	4	6	False
4	8	6	False
19	1	6	False
20	1	6	False
2	10	6	False
4	10	6	False
26	28	6	False
16	28	6	False
11	0	6	False
22	10	6	False
18	0	6	False
14	0	6	False
16	0	6	False
17	0	6	False
11	0	6	False
12	0	6	False
13	0	6	False
7	0	6	False
9	0	6	False
7	1	6	False
9	1	6	False
3	1	6	False
21	0	7	False
23	10	7	False
18	10	7	False
19	10	7	False
26	10	7	False
6	21	7	False
20	10	7	False
3	10	7	False
20	6	7	False
10	19	7	False
20	21	7	False
10	20	7	False
4	6	7	False
19	6	7	False
5	10	7	False
4	21	7	False
12	6	7	False
13	6	7	False
7	6	7	False
21	6	7	False
20	6	7	False
17	6	7	False
16	6	7	False
15	6	7	False
22	6	7	False
27	21	7	False
12	6	7	False
9	6	7	False
27	21	7	False
11	10	7	False
18	6	7	False
24	6	7	False
13	21	7	False
18	6	7	False
10	18	7	False
10	17	7	False
22	6	7	False
24	21	7	False
17	8	7	False
9	6	7	False
4	6	7	False
16	6	7	False
16	8	7	False
17	8	7	False
9	21	7	False
20	21	7	False
13	21	7	False
17	6	7	False
10	3	7	False
16	8	7	False
10	26	7	False
27	6	7	False
19	6	7	False
13	6	7	False
21	8	7	False
10	11	7	False
17	10	7	False
27	6	7	False
4	21	7	False
8	21	7	False
0	21	7	False
10	23	7	False
15	6	7	False
24	6	7	False
7	6	7	False
24	21	7	False
10	5	7	False
9	21	7	False
15	21	8	False
25	8	8	False
15	8	8	False
28	10	8	False
21	1	8	False
25	1	8	False
23	8	8	False
23	0	8	False
10	25	8	False
25	0	8	False
25	8	8	False
23	1	8	False
16	1	8	False
28	1	8	False
27	1	8	False
24	10	8	False
25	10	8	False
15	0	8	False
27	10	8	False
16	1	8	False
28	0	8	False
28	1	8	False
24	1	8	False
23	1	8	False
28	8	8	False
25	1	8	False
10	28	8	False
28	8	8	False
15	21	8	False
14	10	8	False
25	0	8	False
10	24	8	False
23	8	8	False
15	0	8	False
24	1	8	False
15	8	8	False
23	0	8	False
10	14	8	False
27	1	8	False
28	0	8	False
1	21	8	False
10	27	8	False
23	21	9	False
19	21	9	False
19	21	9	False
28	6	9	False
5	21	9	False
25	6	9	False
18	21	9	False
12	21	9	False
25	21	9	False
12	21	9	False
22	21	9	False
23	6	9	False
25	6	9	False
28	6	9	False
28	21	9	False
5	21	9	False
7	21	9	False
25	21	9	False
28	21	9	False
16	10	9	False
10	16	9	False
23	21	9	False
22	21	9	False
18	21	9	False
7	21	9	False
23	6	9	False
26	0	10	False
26	8	10	False
26	8	10	False
26	0	10	False
26	1	10	False
26	1	10	False
17	21	11	False
16	21	11	False
26	6	11	False
26	6	11	False
16	21	11	False
17	21	11	False
5	22	12	True
22	5	12	True
4	9	12	True
9	4	12	True
17	4	13	True
4	20	13	True
9	20	13	True
15	4	13	True
5	28	13	True
7	5	13	True
23	4	13	True
26	21	13	False
4	17	13	True
5	17	13	True
28	5	13	True
7	22	13	True
9	17	13	True
22	17	13	True
23	22	13	True
2	4	13	True
28	22	13	True
22	16	13	True
16	22	13	True
17	22	13	True
20	4	13	True
2	9	13	True
28	17	13	True
5	16	13	True
22	23	13	True
5	23	13	True
4	23	13	True
9	23	13	True
17	28	13	True
28	23	13	True
22	7	13	True
5	7	13	True
15	9	13	True
23	9	13	True
17	9	13	True
20	9	13	True
4	2	13	True
9	2	13	True
9	15	13	True
4	15	13	True
26	21	13	False
23	5	13	True
17	5	13	True
16	5	13	True
23	28	13	True
22	28	13	True
24	27	14	True
2	28	14	True
7	28	14	True
7	23	14	True
2	23	14	True
3	23	14	True
13	23	14	True
15	23	14	True
4	3	14	True
17	2	14	True
20	2	14	True
15	2	14	True
17	23	14	True
9	11	14	True
22	19	14	True
23	19	14	True
17	19	14	True
28	4	14	True
22	4	14	True
2	20	14	True
4	5	14	True
2	5	14	True
3	5	14	True
19	9	14	True
13	9	14	True
10	9	14	True
4	11	14	True
23	20	14	True
9	5	14	True
12	5	14	True
18	5	14	True
19	5	14	True
13	5	14	True
22	26	14	True
15	17	14	True
26	22	14	True
23	17	14	True
16	17	14	True
28	18	14	True
22	18	14	True
4	22	14	True
26	5	14	True
11	9	14	True
19	23	14	True
28	2	14	True
22	2	14	True
23	2	14	True
20	23	14	True
24	23	14	True
16	23	14	True
7	17	14	True
2	17	14	True
7	16	14	True
20	15	14	True
17	16	14	True
23	15	14	True
5	13	14	True
28	25	14	True
5	26	14	True
4	13	14	True
3	9	14	True
5	9	14	True
5	12	14	True
5	18	14	True
19	17	14	True
20	17	14	True
9	13	14	True
27	24	14	True
28	24	14	True
23	24	14	True
22	12	14	True
22	13	14	True
23	13	14	True
22	3	14	True
23	3	14	True
3	4	14	True
2	22	14	True
3	22	14	True
17	15	14	True
5	2	14	True
9	3	14	True
5	3	14	True
18	22	14	True
19	22	14	True
12	22	14	True
13	22	14	True
23	16	14	True
28	16	14	True
25	28	14	True
24	28	14	True
4	28	14	True
16	28	14	True
18	28	14	True
27	28	14	True
2	15	14	True
16	7	14	True
28	7	14	True
23	7	14	True
17	7	14	True
9	19	14	True
4	19	14	True
5	19	14	True
10	4	14	True
11	4	14	True
5	4	14	True
13	4	14	True
19	4	14	True
17	20	14	True
15	20	14	True
9	10	14	True
4	10	14	True
28	27	14	True
18	27	15	True
10	8	15	False
10	1	15	False
26	27	15	True
11	20	15	True
5	20	15	True
18	4	15	True
19	20	15	True
13	20	15	True
14	20	15	True
12	4	15	True
7	4	15	True
14	4	15	True
16	4	15	True
10	20	15	True
26	4	15	True
27	4	15	True
7	19	15	True
2	19	15	True
5	15	15	True
18	7	15	True
19	7	15	True
13	15	15	True
16	24	15	True
3	15	15	True
13	7	15	True
9	7	15	True
12	7	15	True
10	15	15	True
11	15	15	True
11	28	15	True
19	28	15	True
12	28	15	True
13	28	15	True
20	27	15	True
17	10	15	True
20	10	15	True
25	10	15	True
26	10	15	True
9	28	15	True
15	3	15	True
16	3	15	True
20	22	15	True
24	22	15	True
3	17	15	True
26	16	15	True
7	3	15	True
2	3	15	True
24	16	15	True
14	22	15	True
7	2	15	True
3	2	15	True
9	24	15	True
4	24	15	True
5	24	15	True
10	8	15	False
9	14	15	True
11	14	15	True
4	14	15	True
5	14	15	True
10	2	15	True
11	2	15	True
24	3	15	True
17	3	15	True
19	3	15	True
20	3	15	True
27	3	15	True
24	13	15	True
17	13	15	True
20	13	15	True
28	3	15	True
15	13	15	True
16	13	15	True
4	25	15	True
2	25	15	True
25	24	15	True
23	12	15	True
20	25	15	True
22	25	15	True
23	25	15	True
26	24	15	True
22	24	15	True
10	17	15	True
11	17	15	True
9	18	15	True
4	18	15	True
7	18	15	True
7	12	15	True
7	9	15	True
10	1	15	False
24	26	15	True
26	17	15	True
9	26	15	True
10	26	15	True
4	26	15	True
7	26	15	True
13	25	15	True
9	25	15	True
7	13	15	True
2	13	15	True
28	12	15	True
24	25	15	True
27	25	15	True
10	25	15	True
18	16	15	True
19	16	15	True
20	16	15	True
3	7	15	True
2	16	15	True
3	16	15	True
12	16	15	True
13	16	15	True
4	16	15	True
19	15	15	True
2	14	15	True
25	13	15	True
26	13	15	True
27	13	15	True
28	13	15	True
25	2	15	True
27	2	15	True
22	14	15	True
23	14	15	True
16	12	15	True
9	12	15	True
4	12	15	True
12	9	15	True
28	11	15	True
22	11	15	True
23	11	15	True
11	22	15	True
9	22	15	True
27	5	15	True
27	18	15	True
20	11	15	True
17	12	15	True
18	17	15	True
23	18	15	True
24	18	15	True
16	18	15	True
17	18	15	True
12	17	15	True
13	17	15	True
25	22	15	True
27	22	15	True
24	17	15	True
20	5	15	True
13	27	15	True
9	27	15	True
4	27	15	True
23	26	15	True
22	20	15	True
14	5	15	True
15	5	15	True
11	5	15	True
24	5	15	True
2	11	15	True
22	9	15	True
24	9	15	True
15	19	15	True
25	20	15	True
27	20	15	True
28	20	15	True
17	11	15	True
18	9	15	True
14	9	15	True
5	11	15	True
3	20	15	True
26	19	15	True
3	19	15	True
25	4	15	True
16	19	15	True
20	19	15	True
16	20	15	True
24	4	15	True
27	26	15	True
2	10	15	True
25	9	15	True
26	9	15	True
27	9	15	True
28	9	15	True
28	19	15	True
16	26	15	True
17	26	15	True
19	26	15	True
13	26	15	True
10	0	15	False
14	11	15	True
15	11	15	True
19	2	15	True
13	2	15	True
14	2	15	True
16	2	15	True
18	23	15	True
10	23	15	True
11	23	15	True
4	7	15	True
2	7	15	True
12	23	15	True
24	2	15	True
26	23	15	True
27	23	15	True
14	23	15	True
17	24	15	True
18	24	15	True
13	24	15	True
20	14	15	True
26	7	15	True
2	24	15	True
3	24	15	True
25	23	15	True
22	27	15	True
23	27	15	True
2	27	15	True
3	27	15	True
23	10	15	True
3	28	15	True
20	28	15	True
25	27	15	True
15	10	15	True
5	27	15	True
10	0	15	False
14	28	16	True
15	28	16	True
26	28	16	True
10	28	16	True
28	10	16	True
27	10	16	True
24	10	16	True
22	10	16	True
18	19	16	True
18	20	16	True
25	19	16	True
27	19	16	True
24	19	16	True
13	19	16	True
12	19	16	True
11	19	16	True
24	11	16	True
19	11	16	True
2	12	16	True
14	19	16	True
10	19	16	True
24	20	16	True
26	20	16	True
15	12	16	True
27	11	16	True
25	11	16	True
3	12	16	True
15	27	16	True
7	11	16	True
10	11	16	True
3	11	16	True
16	9	16	True
18	12	16	True
25	26	16	True
15	18	16	True
19	18	16	True
10	22	16	True
14	27	16	True
10	27	16	True
11	27	16	True
10	5	16	True
15	26	16	True
12	27	16	True
18	26	16	True
20	18	16	True
12	26	16	True
13	18	16	True
12	18	16	True
25	18	16	True
26	18	16	True
25	5	16	True
2	26	16	True
26	12	16	True
25	12	16	True
3	13	16	True
27	12	16	True
24	12	16	True
14	13	16	True
19	13	16	True
12	13	16	True
18	13	16	True
13	12	16	True
20	12	16	True
19	12	16	True
15	24	16	True
7	24	16	True
13	3	16	True
28	14	16	True
24	14	16	True
17	14	16	True
12	25	16	True
20	24	16	True
3	25	16	True
5	25	16	True
7	25	16	True
14	3	16	True
11	3	16	True
26	25	16	True
3	26	16	True
11	25	16	True
25	3	16	True
15	25	16	True
2	18	16	True
10	6	16	False
3	18	16	True
18	3	16	True
27	17	16	True
25	17	16	True
14	17	16	True
26	3	16	True
19	25	16	True
18	25	16	True
17	25	16	True
16	25	16	True
11	13	16	True
10	13	16	True
3	14	16	True
12	2	16	True
7	14	16	True
27	14	16	True
15	22	16	True
10	3	16	True
12	3	16	True
11	16	16	True
26	2	16	True
18	2	16	True
14	24	16	True
12	24	16	True
19	24	16	True
16	14	16	True
25	16	16	True
27	16	16	True
13	14	16	True
15	14	16	True
27	7	16	True
19	14	16	True
25	7	16	True
20	7	16	True
24	7	16	True
14	15	16	True
12	15	16	True
7	15	16	True
14	7	16	True
11	7	16	True
10	7	16	True
15	7	16	True
11	24	16	True
10	24	16	True
7	10	16	True
11	10	16	True
16	27	16	True
22	15	16	True
24	15	16	True
25	15	16	True
19	10	16	True
7	20	16	True
12	20	16	True
28	26	16	True
20	26	16	True
13	11	16	True
16	11	16	True
3	10	16	True
5	10	16	True
10	6	16	False
7	27	16	True
19	27	16	True
16	10	16	True
17	27	16	True
13	10	16	True
28	15	16	True
27	15	16	True
26	15	16	True
18	15	16	True
14	16	16	True
9	16	16	True
10	16	16	True
10	21	17	False
12	11	17	True
26	11	17	True
18	11	17	True
11	12	17	True
10	12	17	True
14	18	17	True
14	26	17	True
10	21	17	False
15	16	17	True
16	15	17	True
10	14	17	True
11	18	17	True
11	26	17	True
14	12	17	True
14	25	17	True
18	14	17	True
25	14	17	True
10	18	17	True
26	14	17	True
14	10	17	True
12	10	17	True
18	10	17	True
12	14	17	True
5	1	26	True
5	6	26	True
22	6	26	True
22	1	26	True
22	1	26	True
22	6	26	True
5	6	26	True
5	1	26	True
6	1	27	True
4	8	27	True
23	1	27	True
23	6	27	True
23	6	27	True
4	8	27	True
1	6	27	True
9	8	27	True
22	0	27	True
9	8	27	True
22	0	27	True
5	0	27	True
5	0	27	True
23	1	27	True
17	0	28	True
6	0	28	True
17	1	28	True
22	21	28	True
21	6	28	True
17	6	28	True
28	1	28	True
7	1	28	True
17	0	28	True
4	1	28	True
7	6	28	True
0	1	28	True
23	8	28	True
23	0	28	True
7	1	28	True
9	0	28	True
28	1	28	True
5	21	28	True
4	0	28	True
7	6	28	True
0	6	28	True
22	8	28	True
9	0	28	True
1	21	28	True
6	21	28	True
23	8	28	True
1	0	28	True
4	1	28	True
4	0	28	True
23	0	28	True
5	8	28	True
22	21	28	True
5	21	28	True
22	8	28	True
5	8	28	True
17	6	28	True
9	1	28	True
9	1	28	True
21	1	28	True
17	1	28	True
28	6	29	True
2	6	29	True
16	1	29	True
2	8	29	True
2	1	29	True
0	8	29	True
8	1	29	True
16	0	29	True
4	6	29	True
7	0	29	True
8	6	29	True
9	6	29	True
4	6	29	True
13	1	29	True
2	1	29	True
23	21	29	True
19	6	29	True
28	0	29	True
16	0	29	True
28	6	29	True
20	8	29	True
6	8	29	True
13	6	29	True
17	8	29	True
15	8	29	True
16	6	29	True
15	8	29	True
16	6	29	True
7	0	29	True
23	21	29	True
19	1	29	True
28	0	29	True
21	0	29	True
19	6	29	True
16	1	29	True
19	1	29	True
9	6	29	True
2	6	29	True
17	8	29	True
13	1	29	True
13	6	29	True
0	21	29	True
20	8	29	True
2	8	29	True
1	8	29	True
8	0	29	True
20	6	30	True
3	0	30	True
3	6	30	True
3	1	30	True
14	21	30	True
2	0	30	True
15	0	30	True
7	21	30	True
12	1	30	True
21	8	30	True
12	6	30	True
28	8	30	True
15	1	30	True
9	21	30	True
18	1	30	True
26	6	30	True
26	1	30	True
15	1	30	True
18	6	30	True
20	6	30	True
20	0	30	True
15	0	30	True
4	21	30	True
19	0	30	True
16	21	30	True
3	1	30	True
7	8	30	True
16	8	30	True
3	0	30	True
2	0	30	True
20	1	30	True
28	8	30	True
19	21	30	True
16	21	30	True
19	0	30	True
4	21	30	True
17	21	30	True
9	21	30	True
12	1	30	True
11	1	30	True
7	21	30	True
8	21	30	True
19	21	30	True
14	21	30	True
11	6	30	True
20	0	30	True
26	6	30	True
12	6	30	True
20	1	30	True
11	1	30	True
26	1	30	True
18	1	30	True
7	8	30	True
3	6	30	True
16	8	30	True
18	6	30	True
11	6	30	True
17	21	30	True
25	8	31	True
26	0	31	True
11	0	31	True
24	0	31	True
27	0	31	True
26	0	31	True
3	8	31	True
24	1	31	True
18	0	31	True
12	0	31	True
15	6	31	True
19	8	31	True
11	8	31	True
10	8	31	True
27	21	31	True
27	0	31	True
14	0	31	True
13	0	31	True
13	8	31	True
13	8	31	True
14	6	31	True
27	21	31	True
10	8	31	True
18	0	31	True
3	21	31	True
14	6	31	True
24	6	31	True
14	0	31	True
3	8	31	True
2	21	31	True
24	6	31	True
15	6	31	True
14	1	31	True
11	8	31	True
27	8	31	True
3	21	31	True
24	0	31	True
19	8	31	True
11	21	31	True
20	21	31	True
11	0	31	True
12	0	31	True
11	21	31	True
2	21	31	True
13	21	31	True
24	1	31	True
14	1	31	True
13	0	31	True
27	8	31	True
25	8	31	True
20	21	31	True
13	21	31	True
27	6	32	True
10	0	32	True
10	0	32	True
27	1	32	True
15	21	32	True
26	21	32	True
10	1	32	True
14	8	32	True
24	8	32	True
25	1	32	True
27	1	32	True
14	8	32	True
27	6	32	True
12	8	32	True
24	21	32	True
25	0	32	True
26	8	32	True
10	1	32	True
18	21	32	True
25	1	32	True
24	21	32	True
18	8	32	True
26	21	32	True
18	8	32	True
28	21	32	True
24	8	32	True
25	0	32	True
12	21	32	True
26	8	32	True
12	8	32	True
28	21	32	True
12	21	32	True
15	21	32	True
18	21	32	True
10	6	33	True
25	21	33	True
25	21	33	True
25	6	33	True
25	6	33	True
10	6	33	True
10	21	34	True
10	21	34	True
