ref	query	dist	is_rc
23	11	5	False
3	11	5	False
23	0	5	False
3	7	5	False
13	3	5	False
3	11	5	False
27	17	5	False
19	0	5	False
4	11	5	False
10	11	5	False
23	7	5	False
8	11	5	False
18	0	5	False
13	12	5	False
20	0	5	False
19	11	5	False
19	7	5	False
16	7	5	False
13	5	5	False
16	11	5	False
15	11	5	False
14	11	5	False
17	23	5	False
13	23	5	False
3	7	5	False
14	13	5	False
4	7	5	False
8	7	5	False
12	0	5	False
16	13	5	False
25	17	5	False
13	15	5	False
21	17	5	False
15	0	5	False
4	11	5	False
8	11	5	False
6	11	5	False
10	7	5	False
16	0	5	False
23	17	5	False
13	4	5	False
17	27	5	False
3	0	5	False
18	0	5	False
13	22	5	False
20	7	5	False
4	13	5	False
5	13	5	False
26	0	5	False
3	13	5	False
12	13	5	False
15	13	5	False
13	16	5	False
16	11	5	False
21	0	5	False
20	0	5	False
19	0	5	False
14	11	5	False
23	0	5	False
13	14	5	False
23	13	5	False
2	0	5	False
8	0	5	False
18	7	5	False
27	7	5	False
26	7	5	False
12	0	5	False
19	7	5	False
13	27	6	False
25	11	6	False
27	13	6	False
25	11	6	False
24	0	7	False
17	7	7	False
12	11	7	False
22	11	7	False
27	11	7	False
9	0	7	False
27	11	7	False
21	7	7	False
24	11	7	False
22	7	7	False
12	7	7	False
24	7	7	False
21	7	7	False
24	7	7	False
24	0	7	False
22	0	7	False
25	7	7	False
6	0	7	False
9	0	7	False
10	0	7	False
17	11	7	False
17	7	7	False
24	11	7	False
6	0	7	False
25	7	7	False
10	0	7	False
22	11	7	False
13	11	7	False
22	0	7	False
22	7	7	False
13	11	7	False
17	11	7	False
12	7	7	False
12	11	7	False
17	0	9	False
13	7	9	False
13	7	9	False
17	0	9	False
13	0	11	False
13	0	11	False
9	17	11	True
17	9	11	True
17	2	12	True
3	5	12	True
17	10	12	True
15	3	12	True
6	17	12	True
10	17	12	True
17	15	12	True
15	17	12	True
3	15	12	True
18	17	12	True
17	18	12	True
5	3	12	True
2	17	12	True
17	6	12	True
18	14	13	True
9	2	13	True
22	9	13	True
17	24	13	True
15	1	13	True
17	1	13	True
17	22	13	True
10	15	13	True
12	9	13	True
10	9	13	True
8	9	13	True
6	9	13	True
9	24	13	True
2	9	13	True
3	10	13	True
9	10	13	True
9	15	13	True
1	3	13	True
18	15	13	True
1	15	13	True
18	3	13	True
9	8	13	True
23	3	13	True
5	10	13	True
17	23	13	True
10	3	13	True
3	23	13	True
15	10	13	True
5	23	13	True
1	17	13	True
19	17	13	True
9	22	13	True
15	9	13	True
13	17	13	True
12	17	13	True
8	17	13	True
22	17	13	True
23	17	13	True
9	18	13	True
24	17	13	True
5	18	13	True
3	18	13	True
14	18	13	True
18	9	13	True
24	9	13	True
5	1	13	True
15	18	13	True
23	5	13	True
18	5	13	True
3	1	13	True
9	6	13	True
17	12	13	True
17	13	13	True
9	12	13	True
17	8	13	True
17	19	13	True
5	17	13	True
17	5	13	True
10	5	13	True
1	5	13	True
8	10	14	True
17	26	14	True
10	1	14	True
9	1	14	True
8	24	14	True
6	24	14	True
16	23	14	True
18	22	14	True
6	15	14	True
5	15	14	True
4	15	14	True
1	14	14	True
12	24	14	True
3	14	14	True
8	2	14	True
5	14	14	True
8	15	14	True
20	15	14	True
18	2	14	True
2	24	14	True
24	15	14	True
22	15	14	True
16	15	14	True
14	15	14	True
13	15	14	True
12	15	14	True
26	15	14	True
27	14	14	True
24	22	14	True
19	15	14	True
4	3	14	True
3	24	14	True
12	2	14	True
15	2	14	True
5	24	14	True
22	2	14	True
9	23	14	True
23	1	14	True
3	2	14	True
18	24	14	True
22	24	14	True
15	24	14	True
5	2	14	True
6	2	14	True
18	1	14	True
14	1	14	True
10	2	14	True
4	9	14	True
1	9	14	True
3	9	14	True
12	10	14	True
18	10	14	True
13	9	14	True
5	9	14	True
14	9	14	True
10	24	14	True
5	26	14	True
15	26	14	True
12	14	14	True
12	27	14	True
17	14	14	True
19	14	14	True
3	26	14	True
14	27	14	True
9	14	14	True
23	14	14	True
16	14	14	True
15	14	14	True
2	22	14	True
26	3	14	True
5	4	14	True
3	4	14	True
20	3	14	True
19	3	14	True
17	3	14	True
24	3	14	True
23	10	14	True
1	23	14	True
15	22	14	True
6	10	14	True
24	10	14	True
18	6	14	True
12	22	14	True
22	10	14	True
2	8	14	True
6	8	14	True
2	15	14	True
5	16	14	True
17	16	14	True
9	13	14	True
5	13	14	True
3	13	14	True
10	23	14	True
18	23	14	True
14	23	14	True
2	3	14	True
9	3	14	True
12	3	14	True
24	2	14	True
14	16	14	True
13	5	14	True
5	19	14	True
17	4	14	True
17	20	14	True
9	4	14	True
15	20	14	True
4	5	14	True
15	5	14	True
12	5	14	True
16	5	14	True
15	19	14	True
18	19	14	True
3	16	14	True
3	20	14	True
6	22	14	True
13	3	14	True
4	17	14	True
3	17	14	True
23	16	14	True
5	20	14	True
22	8	14	True
15	4	14	True
24	8	14	True
9	5	14	True
2	5	14	True
10	22	14	True
22	6	14	True
15	16	14	True
24	6	14	True
8	22	14	True
16	3	14	True
14	3	14	True
18	8	14	True
12	8	14	True
10	8	14	True
6	12	14	True
10	12	14	True
5	12	14	True
2	12	14	True
3	12	14	True
24	12	14	True
22	12	14	True
12	6	14	True
27	12	14	True
15	12	14	True
14	12	14	True
15	13	14	True
18	12	14	True
14	19	14	True
14	5	14	True
2	18	14	True
20	17	14	True
16	17	14	True
10	18	14	True
2	6	14	True
6	18	14	True
8	18	14	True
1	18	14	True
14	17	14	True
9	19	14	True
8	6	14	True
3	19	14	True
15	6	14	True
15	8	14	True
12	18	14	True
19	18	14	True
20	5	14	True
19	5	14	True
24	5	14	True
26	5	14	True
10	6	14	True
22	18	14	True
8	12	14	True
27	18	14	True
24	18	14	True
26	17	14	True
23	18	14	True
19	9	14	True
1	10	14	True
2	10	14	True
23	9	14	True
18	27	14	True
19	27	15	True
16	27	15	True
9	27	15	True
23	27	15	True
5	27	15	True
4	1	15	True
6	1	15	True
3	27	15	True
23	26	15	True
2	1	15	True
21	26	15	True
26	18	15	True
1	12	15	True
20	18	15	True
16	18	15	True
25	17	15	True
21	5	15	True
13	18	15	True
3	6	15	True
4	6	15	True
23	24	15	True
1	26	15	True
5	25	15	True
15	25	15	True
17	25	15	True
19	1	15	True
20	1	15	True
21	1	15	True
22	1	15	True
16	1	15	True
4	2	15	True
27	1	15	True
12	1	15	True
19	10	15	True
13	10	15	True
16	10	15	True
1	2	15	True
24	1	15	True
26	1	15	True
9	25	15	True
3	25	15	True
20	23	15	True
22	23	15	True
24	23	15	True
13	24	15	True
5	6	15	True
25	5	15	True
27	5	15	True
1	6	15	True
4	18	15	True
21	17	15	True
27	17	15	True
1	19	15	True
2	19	15	True
8	5	15	True
8	19	15	True
19	8	15	True
13	8	15	True
4	12	15	True
13	12	15	True
15	23	15	True
4	24	15	True
26	23	15	True
6	14	15	True
2	14	15	True
23	13	15	True
20	14	15	True
24	13	15	True
19	13	15	True
20	13	15	True
4	14	15	True
19	24	15	True
13	6	15	True
14	6	15	True
1	13	15	True
23	12	15	True
16	13	15	True
18	13	15	True
19	12	15	True
1	16	15	True
27	19	15	True
22	19	15	True
23	19	15	True
24	19	15	True
27	15	15	True
21	15	15	True
23	15	15	True
23	2	15	True
14	10	15	True
19	2	15	True
13	2	15	True
14	2	15	True
27	23	15	True
1	24	15	True
10	13	15	True
12	13	15	True
14	13	15	True
3	8	15	True
4	8	15	True
5	8	15	True
6	13	15	True
26	14	15	True
1	8	15	True
19	23	15	True
12	23	15	True
13	23	15	True
4	23	15	True
6	23	15	True
8	23	15	True
2	23	15	True
6	3	15	True
8	3	15	True
25	15	15	True
16	19	15	True
13	19	15	True
22	5	15	True
10	19	15	True
6	19	15	True
12	19	15	True
18	20	15	True
10	4	15	True
12	4	15	True
14	20	15	True
9	20	15	True
6	4	15	True
8	4	15	True
6	5	15	True
27	4	15	True
21	20	15	True
13	20	15	True
22	4	15	True
23	4	15	True
24	4	15	True
1	20	15	True
1	21	15	True
23	20	15	True
1	4	15	True
2	4	15	True
23	8	15	True
18	4	15	True
14	4	15	True
26	21	15	True
19	22	15	True
23	22	15	True
4	10	15	True
26	10	15	True
20	10	15	True
13	22	15	True
9	16	15	True
10	16	15	True
8	13	15	True
2	13	15	True
19	16	15	True
27	16	15	True
23	6	15	True
19	6	15	True
13	16	15	True
4	22	15	True
5	22	15	True
25	3	15	True
27	3	15	True
21	3	15	True
1	22	15	True
20	21	15	True
15	21	15	True
17	21	15	True
9	21	15	True
10	20	15	True
3	21	15	True
5	21	15	True
26	20	15	True
18	16	15	True
17	27	15	True
20	9	15	True
27	9	15	True
16	9	15	True
25	9	15	True
26	9	15	True
1	27	15	True
20	26	15	True
13	1	15	True
21	9	15	True
8	1	15	True
18	26	15	True
4	27	15	True
14	26	15	True
9	26	15	True
10	26	15	True
22	13	15	True
13	14	15	True
15	27	15	True
10	14	15	True
8	16	16	True
25	22	16	True
26	22	16	True
25	2	16	True
24	14	16	True
4	13	16	True
26	2	16	True
27	2	16	True
20	2	16	True
21	2	16	True
16	2	16	True
21	19	16	True
4	19	16	True
2	16	16	True
4	16	16	True
4	20	16	True
25	19	16	True
26	19	16	True
25	12	16	True
20	12	16	True
21	12	16	True
26	12	16	True
16	12	16	True
25	13	16	True
18	21	16	True
21	10	16	True
25	10	16	True
27	10	16	True
27	22	16	True
20	22	16	True
21	22	16	True
20	4	16	True
21	4	16	True
16	4	16	True
24	21	16	True
25	21	16	True
26	13	16	True
20	19	16	True
19	4	16	True
22	20	16	True
24	20	16	True
25	20	16	True
25	4	16	True
2	20	16	True
26	4	16	True
19	20	16	True
13	4	16	True
16	20	16	True
27	20	16	True
22	27	16	True
25	27	16	True
24	27	16	True
6	21	16	True
22	16	16	True
24	16	16	True
26	16	16	True
6	16	16	True
12	20	16	True
6	20	16	True
4	21	16	True
27	8	16	True
10	21	16	True
23	21	16	True
8	21	16	True
2	21	16	True
19	21	16	True
22	21	16	True
22	3	16	True
25	26	16	True
16	21	16	True
6	27	16	True
10	27	16	True
21	24	16	True
16	24	16	True
27	13	16	True
21	14	16	True
16	22	16	True
25	23	16	True
25	8	16	True
20	8	16	True
21	8	16	True
14	8	16	True
16	8	16	True
21	23	16	True
25	14	16	True
8	25	16	True
20	24	16	True
2	25	16	True
4	25	16	True
10	25	16	True
12	25	16	True
13	25	16	True
6	25	16	True
25	1	16	True
26	8	16	True
16	26	16	True
13	27	16	True
8	27	16	True
27	25	16	True
4	26	16	True
6	26	16	True
22	14	16	True
21	13	16	True
12	26	16	True
13	26	16	True
8	26	16	True
8	14	16	True
20	27	16	True
27	26	16	True
19	26	16	True
2	27	16	True
8	20	16	True
14	21	16	True
27	21	16	True
21	6	16	True
14	22	16	True
12	21	16	True
2	26	16	True
26	25	16	True
26	24	16	True
27	24	16	True
18	25	16	True
19	25	16	True
20	25	16	True
21	25	16	True
14	25	16	True
14	24	16	True
25	24	16	True
1	25	16	True
22	25	16	True
23	25	16	True
24	25	16	True
22	26	16	True
25	18	16	True
26	27	16	True
21	18	16	True
24	26	16	True
21	27	16	True
26	6	16	True
16	6	16	True
25	6	16	True
20	6	16	True
21	16	16	True
13	21	16	True
27	6	16	True
3	22	16	True
12	16	16	True
20	16	16	True
16	25	17	True
25	16	17	True
17	7	26	True
17	7	26	True
17	11	26	True
17	11	26	True
5	7	27	True
3	0	27	True
3	11	27	True
5	0	27	True
5	11	27	True
5	11	27	True
3	0	27	True
3	7	27	True
5	0	27	True
5	7	27	True
3	11	27	True
3	7	27	True
17	0	28	True
14	7	28	True
9	11	28	True
9	7	28	True
9	7	28	True
9	11	28	True
17	0	28	True
14	0	28	True
14	7	28	True
14	0	28	True
18	0	29	True
15	11	29	True
15	0	29	True
15	11	29	True
27	0	29	True
18	7	29	True
23	0	29	True
1	7	29	True
18	0	29	True
23	7	29	True
23	11	29	True
9	0	29	True
1	11	29	True
10	0	29	True
10	0	29	True
18	11	29	True
18	7	29	True
23	7	29	True
27	0	29	True
1	0	29	True
23	11	29	True
10	11	29	True
10	7	29	True
1	7	29	True
10	11	29	True
1	11	29	True
15	7	29	True
18	11	29	True
15	0	29	True
15	7	29	True
23	0	29	True
10	7	29	True
1	0	29	True
9	0	29	True
6	11	30	True
6	7	30	True
8	11	30	True
2	11	30	True
12	11	30	True
19	0	30	True
8	11	30	True
19	7	30	True
2	7	30	True
12	11	30	True
16	7	30	True
7	0	30	True
16	7	30	True
12	7	30	True
0	7	30	True
16	0	30	True
11	7	30	True
8	7	30	True
6	7	30	True
14	11	30	True
11	0	30	True
12	0	30	True
2	7	30	True
12	7	30	True
24	7	30	True
2	11	30	True
27	7	30	True
8	7	30	True
24	11	30	True
19	7	30	True
7	11	30	True
22	7	30	True
0	11	30	True
27	7	30	True
6	11	30	True
24	7	30	True
14	11	30	True
22	7	30	True
22	11	30	True
22	11	30	True
24	11	30	True
12	0	30	True
16	0	30	True
19	0	30	True
20	11	31	True
16	11	31	True
26	0	31	True
4	0	31	True
26	0	31	True
4	11	31	True
20	11	31	True
13	7	31	True
20	7	31	True
26	7	31	True
2	0	31	True
26	11	31	True
26	11	31	True
13	0	31	True
6	0	31	True
20	0	31	True
13	7	31	True
13	0	31	True
20	7	31	True
24	0	31	True
13	11	31	True
4	0	31	True
22	0	31	True
19	11	31	True
4	11	31	True
4	7	31	True
4	7	31	True
20	0	31	True
24	0	31	True
26	7	31	True
16	11	31	True
6	0	31	True
19	11	31	True
13	11	31	True
22	0	31	True
2	0	31	True
8	0	31	True
8	0	31	True
25	0	32	True
25	11	32	True
21	11	32	True
21	0	32	True
27	11	32	True
21	0	32	True
25	11	32	True
27	11	32	True
21	11	32	True
25	0	32	True
21	7	33	True
25	7	33	True
21	7	33	True
25	7	33	True
